,condition,happy,depressed,fear,angry,calm,sounds,seeing,temperature,odors,depth,computations,thoughts,reasoning,remembering,beliefs,hungry,tired,pain,nauseated,safe,love,recognizing,communicating,guilt,disrespected,free_will,choices,self_restraint,intentions,goal,conscious,self_aware,desires,embarrassed,emo_recog,joy,morality,personality,pleasure,pride
323,person in a persistant vegetative state,-1,1,-1,-2,1,-1,-2,-2,0,-1,-3,-1,-3,-2,0,0,-2,-1,-1,-1,0,-3,-1,-1,-1,-2,-1,0,-2,-2,-2,0,1,-3,-1,0,-2,-2,-1,-1
324,chimpanzee,0,2,1,1,1,3,3,-1,3,0,1,0,0,2,-3,3,3,3,-1,-2,1,3,1,2,-2,0,3,-2,2,1,0,-2,0,-2,1,2,-2,3,3,-3
325,adult,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
326,microbe,-3,-3,-3,-2,-3,-3,-2,2,-2,0,-1,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-1,-3,-3,-1,-1,0,-3,1,-2,-1,-2,-3,-3,-3,-2,-3,-2,-3
327,mouse,-2,-2,0,-2,-2,-1,-1,-1,-1,-3,-3,-2,-2,-2,-1,2,-2,-1,-1,-1,-2,-2,-1,-3,-3,-1,-2,-2,-3,-2,-3,0,-2,-3,-3,-2,-2,-2,-1,-3
328,fish,3,-3,3,-3,3,3,3,3,-3,3,0,-3,0,3,-3,3,3,3,-3,3,-3,3,3,-3,-3,-3,3,3,0,-3,-3,3,-3,-3,-3,-3,-3,-3,3,-3
329,computer,-3,-3,-3,-2,-3,-1,-2,0,-3,-1,3,-3,0,0,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3
330,robot,-3,-3,-3,-3,-3,3,3,3,2,0,3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,3,2,-3,-3,-3,0,-3,-2,3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3
331,computer,-3,-3,-3,-3,-3,1,-3,1,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
332,frog,-1,2,3,-1,2,3,3,2,2,2,-2,-2,-2,1,-2,3,1,3,-1,-1,-1,3,3,-3,-3,-1,-1,-1,-3,-2,3,-1,2,-3,-1,0,-2,-1,0,-2
333,bear,0,0,2,2,0,3,3,1,3,1,-3,1,-2,2,-2,3,2,3,2,1,0,2,-2,-1,-2,1,0,-2,2,-2,3,1,1,-2,-2,0,-1,0,2,-1
334,blue jay,3,-3,3,3,3,3,3,3,3,2,-3,3,0,3,-2,3,3,3,1,3,0,0,3,-3,-3,3,3,-2,3,3,2,0,3,-3,-3,3,-3,3,3,-1
335,elephant,2,1,3,1,1,3,3,2,2,1,-3,0,1,3,-3,3,3,3,1,3,2,3,3,-1,-2,2,2,2,-1,2,0,0,1,-1,-1,2,-2,3,2,1
336,robot,-3,-3,-3,0,-3,2,3,2,3,0,2,-3,0,2,-3,-3,-3,-3,-3,-3,-3,2,3,-3,0,-3,2,0,-3,1,-3,-3,-3,-3,0,-3,1,-3,-3,-3
337,child,3,-1,3,2,-1,0,0,0,1,0,-1,3,1,1,-1,3,3,2,2,2,3,3,1,1,-2,0,1,0,0,1,0,1,0,3,-2,3,-1,2,2,2
338,blue jay,3,3,3,3,3,3,3,3,3,3,-3,3,-3,0,-3,3,3,3,0,3,-3,3,3,-3,-3,3,3,-3,3,1,3,3,3,-3,-3,3,-3,3,3,-3
339,adult,3,1,1,1,1,2,3,2,2,2,3,1,1,3,2,2,2,2,2,1,1,3,2,1,1,3,2,1,2,3,2,3,3,2,2,2,3,2,3,0
340,person in a persistant vegetative state,-3,-3,-3,-3,-2,-2,-3,-2,-2,-3,-3,-2,-3,-2,-2,-2,-3,-2,-3,-3,-3,-2,-2,-3,-3,-2,-3,-3,-2,-3,-2,-2,-2,-3,-3,-2,-3,-2,-3,-3
341,dog,3,3,3,3,3,3,3,3,3,3,-2,3,-1,3,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,-2,3,-1,3,0,3,3,2,3,3,-1
342,child,3,1,3,2,2,3,3,2,3,1,-2,3,1,2,2,3,3,3,3,3,3,2,3,2,2,3,0,-1,3,1,3,-1,3,2,1,3,1,3,3,2
343,fish,-3,-3,-2,-3,-2,-2,0,-1,-2,-2,-3,-2,-3,-2,-3,-2,-2,-2,-3,-2,-3,-2,-1,-3,-3,-3,-3,-2,-3,-1,-1,-2,-3,-3,-2,-3,-3,-3,-3,-3
344,dog,3,3,3,3,3,3,3,3,3,3,-1,2,1,2,0,3,3,3,3,3,3,3,2,3,1,2,2,1,2,2,2,2,2,2,1,3,2,3,3,2
345,microbe,-3,-3,-3,-3,-3,-2,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,0,1,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
346,beetle,-3,-3,1,-3,-3,1,3,2,1,-3,-3,-3,-3,-3,-3,3,-3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3
347,mouse,-2,-3,1,1,1,3,3,2,1,2,-2,2,-2,1,-2,3,-1,3,0,0,1,0,1,-2,-3,3,2,0,0,-2,2,2,-2,-2,-1,-2,-2,0,1,-2
348,bear,0,-1,2,2,1,3,3,2,3,1,-2,2,-1,0,-2,3,3,3,2,1,0,2,0,1,-1,1,3,-1,-1,1,3,-1,0,-2,-2,1,-2,1,2,0
349,dolphin,3,1,2,2,1,3,3,2,2,3,-2,3,2,2,0,3,3,3,-1,0,3,3,3,1,0,3,2,0,2,1,3,3,3,0,1,3,1,2,3,0
350,car,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
351,dolphin,2,2,2,1,1,3,3,3,2,-1,-2,1,-1,1,-2,3,3,3,1,2,1,2,2,0,0,1,1,-1,1,1,2,-2,2,0,-1,2,0,2,2,-1
352,infant,2,1,0,1,2,1,2,1,1,0,-2,-1,-2,-2,-3,3,3,3,1,2,2,1,-2,-2,-2,-1,0,-2,0,1,-1,0,1,-1,-1,2,-3,1,2,-2
353,chimpanzee,1,1,3,3,-2,-2,3,3,2,2,-2,2,-2,1,-3,3,3,3,2,0,0,0,0,-2,-2,0,-2,-2,-2,-2,0,-2,-1,-2,-2,-1,-3,1,2,-2
354,fetus,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3,-2,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
355,elephant,3,1,2,2,2,3,3,2,1,1,1,1,1,2,0,3,2,3,1,2,3,2,2,1,2,0,0,2,1,1,1,1,1,0,2,2,0,2,1,2
356,robot,-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
357,adult,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
358,stapler,-1,-2,0,1,3,2,-1,0,0,-2,-1,2,-3,-3,-3,0,2,2,0,1,1,-2,0,1,-2,-3,1,-1,2,-1,-1,1,-1,3,1,1,1,1,-1,1
359,chimpanzee,1,2,3,1,1,2,3,3,3,3,1,-3,-3,3,-3,3,3,3,3,3,1,3,3,-3,1,2,3,2,1,1,3,1,1,-3,1,3,1,2,1,1
360,person in a persistant vegetative state,1,3,3,1,3,0,0,-3,2,2,1,3,2,2,2,0,1,1,-3,1,2,2,-3,1,2,3,0,0,-1,-3,2,3,2,0,1,-1,3,2,-2,-2
361,dog,3,3,3,2,3,3,3,3,3,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,2,3,2,2,3,0,3,3,1
362,goat,0,0,2,3,2,3,3,2,2,0,-2,0,0,1,-2,3,3,2,3,0,0,2,1,-2,-1,3,1,1,0,1,1,1,1,-2,-1,0,-2,2,1,1
363,car,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
364,goat,2,2,2,3,0,3,3,3,3,3,-3,2,-1,2,0,3,3,3,-1,2,2,3,1,1,-2,2,2,-2,3,2,3,-1,3,-1,-3,3,-2,3,3,2
365,blue jay,3,0,3,3,3,3,3,2,2,3,2,2,0,3,0,3,3,3,1,3,2,2,0,0,0,3,3,0,3,2,2,2,3,-2,0,3,-3,3,3,2
366,dolphin,3,2,3,1,3,3,3,3,3,-1,-1,2,2,3,-2,3,3,3,3,1,-1,3,3,0,2,3,2,0,1,1,2,1,3,-3,0,3,-2,2,2,0
367,mouse,-2,2,3,2,-1,3,2,3,3,2,-1,0,-3,3,-2,3,2,3,2,3,-1,2,2,-3,-2,-3,2,1,2,1,-3,-3,3,-3,-3,-1,-1,1,3,-3
368,bear,0,-2,0,2,3,3,3,3,3,3,-2,3,2,2,-3,3,3,3,0,3,0,3,0,-3,-1,2,2,-2,3,2,2,0,3,-3,-3,1,-2,2,3,1
369,person in a persistant vegetative state,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
370,fetus,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
371,stapler,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
372,microbe,0,-2,1,-1,-1,0,-2,1,1,0,-2,-2,-2,1,-2,3,-2,2,-1,1,-2,0,2,-2,-2,-2,-1,0,-2,1,1,-1,0,-3,-2,0,-3,0,-2,-3
373,computer,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,0,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
374,goat,0,0,3,-3,2,1,2,3,3,-3,-3,-3,-3,-3,-2,3,2,3,0,0,-2,-2,-1,-3,-2,-2,-3,-2,-2,-3,-2,-2,-2,-2,-3,-2,-3,-2,0,-3
375,child,3,1,3,2,3,1,2,1,2,0,-1,1,0,0,0,3,3,3,3,2,3,2,1,-1,-2,1,0,-1,0,0,-1,0,1,-1,0,3,0,3,2,1
376,infant,2,-1,2,2,1,1,3,2,2,0,-2,0,-3,1,-1,3,3,3,1,1,1,2,1,0,0,-1,1,-1,1,-1,0,0,2,0,-1,1,-2,1,2,0
377,computer,-3,-3,-3,-3,-3,2,-1,3,-3,-1,3,-2,0,1,-2,-2,-1,-3,-2,0,-3,0,0,-3,-3,-3,1,1,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
378,adult,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
379,microbe,-3,-3,-3,-3,-3,-3,-3,-1,-2,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3
380,elephant,0,0,2,2,2,0,2,2,1,2,2,1,2,3,0,0,2,2,0,2,1,1,1,2,-2,1,2,2,1,1,1,3,-1,-2,2,3,0,2,2,0
381,microbe,-3,-3,-3,-3,-3,1,-2,1,0,1,-1,-3,-3,-3,-3,1,-2,0,-3,-3,-3,-3,1,-3,-3,-3,0,-3,-3,-1,-3,0,-3,-3,-3,-3,-3,-3,-3,-3
382,dog,3,3,3,-2,3,3,3,3,3,2,-3,3,-1,3,-3,3,3,3,3,3,3,3,3,-3,-3,3,3,3,-3,3,3,3,3,-3,3,3,-3,3,3,3
383,mouse,-2,-2,3,-1,-2,3,3,3,3,1,-3,3,-2,3,-3,3,3,3,0,3,-3,-1,3,-3,-3,3,3,-2,3,3,3,-3,3,-3,-3,-3,-3,-3,-3,-3
384,frog,-1,-1,0,-1,-1,2,-1,2,2,2,-3,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-3,-1,-1,-1,-1,-1,2,-1
385,dog,2,2,3,1,0,3,3,3,3,-1,-3,1,-3,3,-3,3,2,3,3,3,3,3,1,1,-3,0,0,-2,-1,-3,2,-2,0,-3,-1,3,-2,3,3,-3
386,frog,-2,-2,-1,-1,-1,2,2,2,2,0,-2,-2,-2,-2,-3,2,1,0,0,0,-2,-1,1,-3,-3,-2,-1,-2,-2,-1,-1,-2,-1,-3,-2,-2,-3,-2,0,-2
387,stapler,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
388,microbe,-3,-3,-3,-3,-3,-3,-3,1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-2,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
389,adult,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
390,fish,-1,-3,3,1,1,3,3,3,-1,-1,-3,-2,-1,-2,-3,3,-1,3,-1,-2,-2,-3,-1,-3,-3,-1,-1,-3,-3,-1,3,-3,-1,-3,-2,-2,-3,-3,1,-3
391,beetle,-3,-3,-3,-3,-3,-2,-2,-1,-2,-3,-3,-2,-3,-3,-3,-2,-3,-1,-3,-3,-3,-3,-2,-3,-3,-3,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
392,child,1,0,2,1,1,1,2,1,1,1,0,1,0,0,1,2,1,2,-1,1,1,2,1,1,1,0,0,0,0,-1,1,0,1,1,0,2,1,1,1,0
393,bear,3,1,2,2,2,3,3,2,3,1,-3,3,3,1,0,3,3,3,1,0,0,2,2,0,1,1,3,2,1,2,-2,1,1,0,-2,1,1,2,2,2
394,robot,0,-1,1,1,2,3,3,3,-1,3,3,2,1,3,-2,-2,1,-1,-2,2,-1,2,2,0,-1,1,3,2,2,0,0,1,1,0,1,1,1,-1,0,-1
395,stapler,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
396,adult,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,dolphin,3,2,3,2,3,3,2,3,3,3,-1,3,1,2,0,3,3,3,2,2,2,3,3,-1,1,1,2,0,2,2,1,1,2,0,2,3,0,2,3,1
398,robot,-3,-3,-3,-3,-3,2,0,2,2,1,2,-3,0,2,-3,-3,-2,-3,-3,-1,-3,0,2,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3
399,blue jay,-3,-3,-3,2,-3,-1,2,-3,-3,-2,-3,-3,-3,-3,-3,3,-1,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
400,frog,-3,-2,3,-3,2,3,3,2,1,0,-3,1,1,2,-3,3,-1,3,-1,2,-3,2,2,-3,-3,0,2,-3,2,2,2,-1,-2,-3,-3,-3,-3,-1,-1,-3
401,fish,-1,-2,2,-2,1,-1,0,2,-1,2,-3,-3,-3,-2,-3,3,0,2,0,1,-3,1,-1,-3,-3,-2,0,-2,-1,1,2,0,-2,-3,-3,-3,-3,-2,-1,-3
402,beetle,-3,-3,3,-2,-1,0,3,3,0,0,-3,-3,-3,-3,-3,3,-3,1,-2,1,-3,-3,-2,-3,-3,-3,-1,-3,0,-1,-3,-2,1,-3,-3,-3,-3,-3,-2,-3
403,child,2,1,-1,2,1,2,3,1,2,2,0,0,2,0,1,2,-1,0,3,0,0,1,0,2,0,2,2,-1,3,1,1,2,1,3,2,2,1,0,1,1
404,dolphin,1,-3,1,-1,3,3,3,3,3,3,-2,3,3,3,-2,3,3,3,1,1,0,2,3,-2,-3,3,2,-1,3,3,3,3,3,-3,-1,1,-2,0,3,-2
405,car,-3,-3,-3,-3,-3,-1,-2,-1,-3,-3,-2,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
406,child,3,2,3,3,3,3,3,2,2,1,1,3,2,2,2,3,3,3,3,3,3,2,3,2,3,1,3,-2,3,2,3,1,3,3,2,3,1,3,3,3
407,dog,3,3,3,2,2,3,3,3,3,3,-1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3
408,chimpanzee,2,3,2,3,3,3,3,2,3,-1,-3,1,-1,0,-1,3,2,3,1,3,3,1,3,0,1,2,1,0,1,1,2,1,1,0,-1,2,-1,3,3,2
409,microbe,0,-3,1,-2,-1,2,1,2,2,1,2,-2,-2,1,-3,3,0,0,-2,0,-3,-3,-3,-3,-3,1,3,-2,2,3,0,1,-1,-3,-3,-1,0,-2,-2,-2
410,blue jay,-1,-2,0,-1,0,2,3,3,0,3,-2,-2,-3,2,-3,3,2,3,-2,1,-1,2,2,-3,-2,0,-1,0,1,-3,3,-1,-2,-3,-2,-2,-2,1,-1,-1
411,bear,1,-2,2,3,0,2,2,2,3,1,-2,0,1,2,-1,3,1,3,-1,-1,1,1,1,-2,-1,2,1,-3,1,2,0,1,1,-2,0,1,-1,1,1,-2
412,robot,-3,-3,-3,-3,-3,2,-3,3,3,1,3,-1,1,2,-3,-3,-3,-3,-3,-3,-3,2,1,-3,-3,-3,0,-1,-2,3,-3,-2,-3,-3,-1,-3,-3,-2,-2,-1
413,infant,2,-3,3,2,0,3,1,2,1,-1,-3,-1,-3,0,-3,3,3,3,2,2,2,2,-2,-3,-2,-2,-1,-3,-2,-3,1,-2,1,-2,-3,1,-3,-1,2,-2
414,car,-3,-3,-3,-3,-3,3,3,3,1,3,3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,-1,-2,-3,-1,-3,-3,-3,-3,1,-3,-1,-1,-3,-3
415,adult,3,3,3,3,2,3,3,0,2,1,2,3,1,2,2,3,3,3,2,2,3,3,2,2,2,1,2,2,3,2,2,2,3,2,1,2,1,3,3,3
416,child,3,1,3,2,0,3,3,2,3,1,-1,2,0,2,1,3,2,3,2,2,2,3,2,3,2,1,0,0,2,1,3,2,2,2,0,3,1,1,3,-1
417,robot,-3,-3,-3,-3,-3,-1,-2,-1,-3,0,-1,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-1,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
418,goat,2,3,3,2,2,3,3,2,3,2,-3,0,-2,2,-3,3,3,3,3,3,3,3,0,-2,-3,0,-1,-2,1,-3,-1,-2,3,-2,-2,0,-3,0,2,-1
419,computer,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
420,robot,-3,-3,-3,-3,-3,3,3,2,-3,1,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,3,2,-3,-1,-3,-3,-3,3,-3,-3,-1,-3,-3,-2,-3,-3,-3,-3,-3
421,fetus,3,-3,3,-3,3,3,-3,3,-3,-3,-3,3,-3,-3,-3,3,3,3,-3,3,3,3,3,-3,-3,-3,-3,-3,-3,-3,3,-3,0,-3,-3,3,-3,3,-3,-3
422,adult,2,2,2,1,2,2,0,2,2,2,2,3,2,2,2,3,2,3,2,3,2,2,2,3,3,0,0,2,2,2,3,3,2,3,0,2,2,3,3,2
423,robot,-3,-3,-3,-3,-3,3,2,3,-3,0,3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,0,-3,-3,0,-2,-3,-3,-3,-2,-3,-3,2,-3,-3
424,elephant,-3,-2,2,2,-3,0,3,3,1,2,-3,2,2,3,-3,3,3,3,1,-3,3,0,3,-3,-3,1,0,-2,-3,1,3,2,0,-3,2,-2,-3,2,1,0
425,dolphin,1,1,2,1,1,3,2,2,0,1,-3,1,0,1,-1,3,2,3,1,0,1,1,3,0,1,0,0,0,1,1,1,1,1,-1,0,3,0,2,3,0
426,mouse,0,-1,3,-1,1,3,3,3,3,2,-3,-1,-2,1,-3,3,3,3,2,2,-1,0,0,-3,-2,1,1,-1,1,1,3,0,1,-3,-2,-1,-3,-1,2,-3
427,dog,3,3,3,3,3,3,3,3,3,-1,-3,0,-3,3,-3,3,3,3,3,3,3,3,3,3,2,1,0,-1,0,-2,3,2,2,2,3,3,1,3,3,-2
428,person in a persistant vegetative state,-3,-3,-3,-3,-3,2,-3,-1,-1,-3,-3,-2,-3,-1,-3,0,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3
429,blue jay,1,1,3,1,3,3,3,3,3,3,-3,1,1,3,-3,3,3,3,3,3,1,1,3,-3,-3,2,2,0,2,2,2,2,2,-3,-3,1,-3,3,2,0
430,fish,-2,-3,2,-2,-2,1,3,1,1,3,-2,-3,-1,0,-3,3,0,1,-3,-3,-3,-1,-3,-3,-3,-2,1,-3,0,-3,-1,-3,-2,-3,-3,-2,-2,-2,1,-2
431,frog,-2,-2,3,-2,3,2,3,3,2,2,-3,3,-3,1,-3,3,-1,3,-3,3,-3,1,-2,-3,-2,3,2,-3,0,3,-2,-3,-1,-3,-3,-3,-3,-2,3,-2
432,fetus,2,0,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,3,1,2,1,1,1,2,1,2,1,2,1,3,1,1,1,2,1,1,2,1
